id,color,com_1,com_2,com_3,compline,lauds,little_hours,matins,nobility,office_type,prime,rank_numeric,rank_verbose,mass_Ad Primam Missam,mass_Ad Secundam Missam,mass_Ad Tertiam Missam,mass_cre,mass_glo,mass_int,mass_pre,mass_seq,vespers_oration,vespers_proper,vespers_propers,vespers_admag_1,vespers_admag_2
de_Epiph_5_26_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_26_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_6_26,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_26_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_26_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_26_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_26_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_26_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_26_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_2_27,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_2_27_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_27_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_27_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_27_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_27_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_27_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_3_27,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_3_27_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_27_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_27_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_27_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_27_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_27_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_4_27,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_4_27_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_27_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_27_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_27_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_27_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_27_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_5_27,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_5_27_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_27_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_27_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_27_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_27_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_27_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_6_27,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_27_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_27_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_27_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_27_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_27_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_27_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_2_28,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_2_28_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_28_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_28_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_28_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_28_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_28_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_3_28,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_3_28_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_28_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_28_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_28_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_28_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_28_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_4_28,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_4_28_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_28_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_28_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_28_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_28_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_28_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_5_28,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_5_28_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_28_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_28_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_28_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_28_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_28_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_6_28,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_28_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_28_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_28_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_28_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_28_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_28_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_UltPent_23,green,,,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_UltPent_23_f2,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_23_f3,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_23_f4,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_23_f5,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_23_f6,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_23_fs,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_UltPent_24,green,,,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_UltPent_24_f2,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_24_f3,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_24_f4,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_24_f5,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_24_f6,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_24_fs,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_UltPent_25,green,,,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_UltPent_25_f2,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_25_f3,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_25_f4,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_25_f5,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_25_f6,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_25_fs,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_UltPent_26,green,,,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_UltPent_26_f2,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_26_f3,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_26_f4,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_26_f5,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_26_f6,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_26_fs,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_UltPent_27,green,,,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_UltPent_27_f2,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_27_f3,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_27_f4,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_27_f5,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_27_f6,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_27_fs,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_UltPent_28,green,,,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_UltPent_28_f2,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_28_f3,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_28_f4,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_28_f5,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_28_f6,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_UltPent_28_fs,green,,,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Advent_1,purple,Deus qui de beate,Ecclesiæ,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,1,sd I cl,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_1_f2,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_1_f3,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_1_f4,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_1_f5,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_1_f6,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_1_fs,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Ad te levavi,de Trinitate,,,False,,firstVespers,secondVespers
D_Advent_2,purple,Deus qui de beate,Ecclesiæ,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd II cl,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_2_f2,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_2_f3,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_2_f4,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_2_f5,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_2_f6,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_2_fs,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Populus Sion,de Trinitate,,,False,,firstVespers,secondVespers
D_Advent_3,pink,Deus qui de beate,Ecclesiæ,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd II cl,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_3_f2,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_3_f3,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_3_f4,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_3_f5,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_3_f6,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
de_Advent_3_fs,purple,Deus qui de beate,Ecclesiæ,,,,,,"[9, 2, 6, 13, 3, 0]",feria,,23,feria,,,,True,False,Gaudete,de Trinitate,,,False,,firstVespers,secondVespers
