id,color,com_1,com_2,com_3,compline,lauds,little_hours,matins,nobility,office_type,prime,rank_numeric,rank_verbose,mass_Ad Primam Missam,mass_Ad Secundam Missam,mass_Ad Tertiam Missam,mass_cre,mass_glo,mass_int,mass_pre,mass_seq,vespers_oration,vespers_proper,vespers_propers,vespers_admag_1,vespers_admag_2
D_Epiph_6_22,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_22_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_22_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_22_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_22_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_22_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_22_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_2_23,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_2_23_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_23_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_23_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_23_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_23_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_23_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_3_23,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_3_23_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_23_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_23_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_23_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_23_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_23_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_4_23,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_4_23_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_23_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_23_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_23_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_23_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_23_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_5_23,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_5_23_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_23_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_23_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_23_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_23_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_23_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_6_23,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_23_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_23_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_23_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_23_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_23_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_23_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_2_24,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_2_24_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_24_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_24_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_24_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_24_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_24_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_3_24,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_3_24_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_24_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_24_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_24_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_24_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_24_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_4_24,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_4_24_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_24_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_24_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_24_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_24_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_24_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_5_24,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_5_24_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_24_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_24_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_24_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_24_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_24_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_6_24,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_24_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_24_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_24_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_24_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_24_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_24_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_2_25,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_2_25_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_25_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_25_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_25_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_25_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_25_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_3_25,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_3_25_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_25_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_25_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_25_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_25_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_25_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_4_25,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_4_25_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_25_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_25_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_25_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_25_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_25_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_5_25,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_5_25_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_25_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_25_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_25_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_25_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_25_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_6_25,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_6_25_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_25_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_25_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_25_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_25_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_6_25_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_2_26,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_2_26_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_26_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_26_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_26_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_26_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_2_26_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_3_26,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_3_26_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_26_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_26_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_26_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_26_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_3_26_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_4_26,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_4_26_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_26_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_26_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_26_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_26_f6,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_4_26_fs,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
D_Epiph_5_26,green,A cunctis,ad libitum,,,,,,"[0, 0, 0, 0, 0, 0]",dominica,,12,sd,,,,True,True,Dicit Dominus,de Trinitate,,,False,,firstVespers,secondVespers
de_Epiph_5_26_f2,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_26_f3,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_26_f4,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
de_Epiph_5_26_f5,green,A cunctis,ad libitum,,,,,,"[9, 2, 6, 13, 3, 0]",dominica,,23,feria,,,,False,True,Dicit Dominus,Communi,,,False,,firstVespers,secondVespers
